LIGEN,VARIANT,FROM,TO,DISTANCE
208b,1,1128,1726,792.8201467398612
208b,1,1726,4952,595.675573414187
208b,1,4952,2681,209.2559092101901
208b,1,2681,3620B,373.50407884150627
208b,1,3620B,1906,398.16719085365276
208b,1,1906,1909,320.5380219157696
208b,1,1909,4303,431.5260976237978
208b,1,4303,4304,374.51388747423516
208b,1,4304,4305,443.0668860354026
208b,1,4305,4306,354.16203189844146
208b,1,4306,4307,496.6614048477095
208b,1,4307,3558,269.64600275561133
208b,1,3558,4308,620.2281550785083
208b,1,4308,4309,330.08460119714255
208b,1,4309,4310,518.3282138483446
208b,1,4310,4311,557.5795904822153
208b,1,4311,1453,369.3033855002195
208b,1,1453,4313,199.764333184301
208b,1,4313,4347,372.50100945477607
208b,1,4347,4349,431.4902703822645
208b,2,4351,4348,476.6642579323433
208b,2,4348,4355,423.003098327154
208b,2,4355,1455,280.7103338009754
208b,2,1455,4357,328.97288658469665
208b,2,4357,4358,582.3596208901529
208b,2,4358,4359,533.5513375603946
208b,2,4359,4360,363.1813454352955
208b,2,4360,3514,511.91515747130506
208b,2,3514,4362,235.8897569073224
208b,2,4362,4363,562.8692428372301
208b,2,4363,4364,348.4568657744894
208b,2,4364,4365,450.9152512090932
208b,2,4365,4366,245.05544420841943
208b,2,4366,1981,555.9508231338932
208b,2,1981,1983,454.9653549461227
208b,2,1983,3623B,231.7827221854659
208b,2,3623B,2682,272.40551374265124
208b,2,2682,2177,1002.3753167591112
208b,2,2177,6353,515.9159834671009
208b,2,6353,3567,570.4605322055377
208b,2,3567,6443,782.2161409677374
209b,1,6443,2301,509.3549192011403
209b,1,2301,2595,280.79047374113935
209b,1,2595,2303,383.9196289082912
209b,1,2303,2212,331.5867548548904
209b,1,2212,2578,428.835655754654
209b,1,2578,1063,493.92011829521243
209b,1,1063,1376B,482.7930120481901
209b,1,1376B,1128,260.8608953279695
209b,1,1128,1726,792.8201467398612
209b,1,1726,3518B,581.4611106085977
209b,1,3518B,3506,306.9503097086981
209b,1,3506,2928,290.17001180331863
209b,1,2928,5611,411.64441647872627
209b,1,5611,3508,335.17870603206575
209b,1,3508,3517,376.33839750185234
209b,1,3517,3510B,501.92862578478343
209b,1,3510B,2397,405.14380431596965
209b,1,2397,5407,461.77298225630875
209b,1,5407,3514,567.6517772578891
209b,1,3514,4362,235.8897569073215
209b,1,4362,4363,562.8692428372287
209b,1,4363,4369,839.8499945341209
209b,1,4369,1716,253.91665590430966
209b,1,1716,2291B,460.2278310460297
209b,1,2291B,1718B,297.72157686977516
209b,1,1718B,1719,407.28050377333057
209b,1,1719,1720B,494.00606815719584
209b,1,1720B,1731,301.87855651344216
209b,1,1731,2050,670.2137800946293
209b,2,2050,1754,146.89657033735836
209b,2,1754,1751,668.7395755581282
209b,2,1751,1756B,346.4264933679925
209b,2,1756B,1757,339.3113405095521
209b,2,1757,1758B,548.0339941212023
209b,2,1758B,2290B,205.57325175427422
209b,2,2290B,1760,413.46807504821663
209b,2,1760,1779,306.94965963091136
209b,2,1779,4306,889.5229202927603
209b,2,4306,4307,496.6614048477104
209b,2,4307,3558,269.64600275561224
209b,2,3558,3559,505.9406935752313
209b,2,3559,3525,172.10672768393215
209b,2,3525,2351,535.880746574021
209b,2,2351,3562B,265.726715046083
209b,2,3562B,3570,367.4561827156749
209b,2,3570,3572,484.2666739949309
209b,2,3572,5612,265.051356588674
209b,2,5612,2963,451.1935173715847
209b,2,2963,2964B,313.7497120684011
209b,2,2964B,2967B,334.75541927726044
209b,2,2967B,2177,646.1444341754541
209b,2,2177,6353,515.9159834683396
209b,2,6353,3567,570.4605322055377
209b,2,3567,6443,782.2161409677374
210b,1,3347,2301,380.2259990306965
210b,1,2301,2595,280.79047374113924
210b,1,2595,2303,383.9196289082912
210b,1,2303,2212,331.5867548548904
210b,1,2212,2578,428.835655754654
210b,1,2578,1063,493.9201182952131
210b,1,1063,1376B,482.7930120481901
210b,1,1376B,1128,260.8608953279695
210b,1,1128,1726,792.8201467398612
210b,1,1726,3518B,581.4611106085972
210b,1,3518B,3506,306.9503097086981
210b,1,3506,2928,290.17001180331863
210b,1,2928,5611,411.64441647872627
210b,1,5611,3519,237.6877568482032
210b,1,3519,1903,309.9184901262661
210b,1,1903,1912,268.38969462901787
210b,1,1912,4705,529.6835040266224
210b,1,4705,6408,490.0564834616762
210b,1,6408,2122,506.78113121964725
210b,1,2122,2846,376.43859578210504
210b,1,2846,2123,260.62961796953095
210b,1,2123,2124,425.4031040374084
210b,1,2124,2125,169.55568523753573
210b,1,2125,1251,362.3477848923467
210b,1,1251,4854C,429.523508576116
210b,1,4854C,4853,474.77017253591293
210b,1,4853,6931B,501.19016621140145
210b,1,6931B,2010,418.4198114356186
210b,1,2010,5032B,347.02420984530363
210b,1,5032B,2148,502.2137429227332
210b,2,2150,5053B,369.7158463741619
210b,2,5053B,2002,306.4187061026183
210b,2,2002,6956B,469.7144736772533
210b,2,6956B,4804B,490.5687796419902
210b,2,4804B,4857B,416.66234192156594
210b,2,4857B,1250,414.1702006165424
210b,2,1250,2131,404.4678049841468
210b,2,2131,2132,184.8985623842823
210b,2,2132,2133,370.91318743648935
210b,2,2133,2847,381.74418293501276
210b,2,2847,2134,274.43603933563963
210b,2,2134,6406,487.07323173396117
210b,2,6406,6453,326.4131723265118
210b,2,6453,1976,347.752699555218
210b,2,1976,1977,248.19570233303875
210b,2,1977,1986,295.3461927612261
210b,2,1986,3573,302.5526859372185
210b,2,3573,5612,199.34180568791453
210b,2,5612,2963,451.1935173715847
210b,2,2963,2964B,313.7497120684011
210b,2,2964B,2967B,334.75541927726135
210b,2,2967B,2177,646.1444341754486
210b,2,2177,6353,515.9159834683451
210b,2,6353,3567,570.4605322055377
210b,2,3567,3347,557.9977895932716
211b,1,6445,2301,566.5179269484042
211b,1,2301,2595,280.7904737411394
211b,1,2595,2303,383.9196289082912
211b,1,2303,2212,331.5867548548904
211b,1,2212,2578,428.835655754654
211b,1,2578,1063,493.92011829521243
211b,1,1063,1376B,482.7930120481901
211b,1,1376B,1128,260.8608953279695
211b,1,1128,6354B,271.2360559537574
211b,1,6354B,1734,682.113502687158
211b,1,1734,3624B,1049.5350824881561
211b,1,3624B,5017,290.0260451670838
211b,1,5017,5018,350.4310010465888
211b,1,5018,6428,404.04066258562034
211b,1,6428,3625B,274.8566446696759
211b,1,3625B,2950,507.57736667069184
211b,1,2950,1220,384.36489557301593
211b,1,1220,5810,296.8669054620468
211b,1,5810,5811,266.1046362441166
211b,1,5811,5812,390.80022892454144
211b,1,5812,5813,291.8212352830724
211b,1,5813,5814,239.9150915803475
211b,1,5814,5815,513.681544436371
211b,1,5815,5816B,280.19626106190117
211b,1,5816B,1926B,322.77352382224853
211b,1,1926B,2165,450.83676922208906
211b,1,2165,5817,282.80193141788004
211b,1,5817,1929,295.0136850311246
211b,1,1929,1937,457.0711213835493
211b,1,1937,1931,336.44632396921224
211b,1,1931,1932,373.96559532425636
211b,1,1932,1933B,238.28848809558622
211b,1,1933B,1939,343.08102895342745
211b,1,1939,1935,368.93788163466525
211b,1,1935,1936,236.5536620496623
211b,1,1936,1944,386.67717043543416
211b,1,1944,1938,487.18919899740104
211b,2,2168,1953,438.4707858293186
211b,2,1953,1954,379.5410496170992
211b,2,1954,1955,249.45932732789845
211b,2,1955,1963,328.7279932809927
211b,2,1963,1957B,344.2631998615245
211b,2,1957B,1958B,206.30266175946667
211b,2,1958B,1959,358.4263807591881
211b,2,1959,1965,408.0520953516889
211b,2,1965,1961B,349.9055147093518
211b,2,1961B,1962,274.04452631152253
211b,2,1962,2166,341.0299816569168
211b,2,2166,1964,420.6399478787739
211b,2,1964,5853B,209.7811996893206
211b,2,5853B,5854,520.5687036695699
211b,2,5854,5855,404.4437576731034
211b,2,5855,5856,253.22223736682372
211b,2,5856,5857,372.2680508362191
211b,2,5857,5858,356.8495338131852
211b,2,5858,5859,295.28453511577663
211b,2,5859,1221,228.4179492307676
211b,2,1221,2965,593.1005793553068
211b,2,2965,2959,402.57316903524224
211b,2,2959,6430,417.0258655680036
211b,2,6430,5066,459.5234871115035
211b,2,5066,5067,309.140780766289
211b,2,5067,1726,413.6543178803313
211b,2,1726,4952,595.6755734141843
211b,2,4952,1124,444.6161190938328
211b,2,1124,3567,537.9705977966805
211b,2,3567,6445,725.0858460139552
212b,1,1794,2301,438.89564293175056
212b,1,2301,2595,280.7904737411393
212b,1,2595,2303,383.9196289082912
212b,1,2303,2212,331.5867548548904
212b,1,2212,2578,428.835655754654
212b,1,2578,1063,493.92011829521243
212b,1,1063,1167,308.2107976181019
212b,1,1167,1168,466.5820681200603
212b,1,1168,1169,423.8530242668703
212b,1,1169,1801,199.58622217652555
212b,1,1801,2402,300.9698753452649
212b,1,2402,2334B,482.74436099760305
212b,1,2334B,2404,381.49634402679385
212b,1,2404,5115,245.58958752182934
212b,1,5115,5111B,340.5557386091414
212b,1,5111B,5101B,376.5210520858318
212b,1,5101B,1229,470.57855215535164
212b,1,1229,1231,267.7325971966493
212b,1,1231,1239,350.98681539856625
212b,1,1239,2604,240.15678921526523
212b,1,2604,5121,275.56920466186784
212b,1,5121,5719,258.0531033987045
212b,1,5719,5720,470.2315248789664
212b,1,5720,2608,555.6763599796395
212b,1,2608,5721,175.9072975759609
212b,1,5721,5722,274.9255052198805
212b,1,5722,5723B,307.2867088252551
212b,1,5723B,2477,237.60310114914319
212b,2,5921B,1258B,118.75529854312343
212b,2,1258B,5756,297.6671167350885
212b,2,5756,2663,292.8752138012667
212b,2,2663,2669,187.20120712597986
212b,2,2669,2665,521.2549420533032
212b,2,2665,5152,514.3822708288603
212b,2,5152,5161,124.27007774220579
212b,2,5161,2667,342.9885543529699
212b,2,2667,1240,281.74429592651995
212b,2,1240,1232,326.0327852045907
212b,2,1232,1230,431.1992092749547
212b,2,1230,5100B,363.94229594739636
212b,2,5100B,5107B,291.31071710467495
212b,2,5107B,2462,390.75108821433787
212b,2,2462,2463,238.92658176200348
212b,2,2463,2333,386.0992938059562
212b,2,2333,2465,458.0277475957864
212b,2,2465,2470,219.29893424523743
212b,2,2470,1125,386.2937543567232
212b,2,1125,1126,365.3691521959836
212b,2,1126,1127,470.8044071102031
212b,2,1127,1376B,123.23380285726398
212b,2,1376B,1128,260.8608953279718
212b,2,1128,3567,514.8724205769176
212b,2,3567,1794,499.32810836384397
213b,1,6445,2301,566.5179269484042
213b,1,2301,2595,280.7904737411394
213b,1,2595,2303,383.9196289082912
213b,1,2303,2212,331.5867548548904
213b,1,2212,2581,428.835655754654
213b,1,2581,1227,708.771537121358
213b,1,1227,2403,498.26775835320495
213b,1,2403,2215,364.76383694415244
213b,1,2215,2216,348.8024403093641
213b,1,2216,2217,577.3727837575525
213b,1,2217,2218,433.5544736364427
213b,1,2218,6809,302.71193216470147
213b,1,6809,2220,180.18306466881222
213b,1,2220,2535B,459.14457212404886
213b,1,2535B,2323,250.41104920303587
213b,1,2323,2373,424.13092088743906
213b,1,2373,1482,303.6488685112463
213b,1,1482,1260,514.1334780959905
213b,1,1260,1261,447.99959417943955
213b,2,1203,1204,455.88261464021355
213b,2,1204,1489,425.6061098684187
213b,2,1489,2518,372.485018674779
213b,2,2518,2256B,549.5667616507146
213b,2,2256B,2257B,403.7735528352696
213b,2,2257B,6858C,179.0728666966843
213b,2,6858C,2259,295.4586782015331
213b,2,2259,2260,419.07831227132556
213b,2,2260,2261,560.0234942159609
213b,2,2261,2262,421.32040761158396
213b,2,2262,2405,286.612779892409
213b,2,2405,2264,398.70862613330974
213b,2,2264,2578,263.71314216570227
213b,2,2578,1063,493.92011829521016
213b,2,1063,2840,301.29318470240287
213b,2,2840,2787,369.63227401542554
213b,2,2787,6445,352.46656681415607
216b,1,1794,2301,438.89564293175056
216b,1,2301,2595,280.7904737411393
216b,1,2595,2303,383.9196289082912
216b,1,2303,3320B,280.24330240040126
216b,1,3320B,3221,269.62390164926364
216b,1,3221,3222,296.5158952599513
216b,1,3222,1245,510.59343993283755
216b,1,1245,1237,416.52570777561914
216b,1,1237,1244,364.55246320544893
216b,1,1244,1202,421.1464387298811
216b,1,1202,4111,430.365998201808
216b,1,4111,1179,323.8812620073113
216b,1,1179,1180,214.28645760579548
216b,1,1180,1183,522.5786055396939
216b,1,1183,4152,362.39116007526263
216b,1,4152,1303,479.5395599710391
216b,1,1303,4153,457.87658397854193
216b,1,4153,1199,558.4982839153381
216b,1,1199,1236,373.9848559596303
216b,1,1236,1307,500.1218845202502
216b,1,1307,5168,293.24198732210425
216b,1,5168,5174,474.6423468856392
216b,1,5174,1195,405.9601428351216
216b,1,1195,1196,707.2895830173911
216b,1,1196,4059,404.1919113996355
216b,1,4059,2845,312.09039676977045
216b,2,2845,4002B,353.2226153372549
216b,2,4002B,1099,322.53767861302305
216b,2,1099,1116,694.4442437720608
216b,2,1116,5102,395.84673306778836
216b,2,5102,5105,426.8305697131632
216b,2,5105,1306,352.8605615719439
216b,2,1306,1094,495.7825160419802
216b,2,1094,1108,388.4075227080698
216b,2,1108,1304,457.3321041029167
216b,2,1304,1313,430.6279013258045
216b,2,1313,1314,360.7261240953012
216b,2,1314,1112,479.4683785470397
216b,2,1112,1114B,486.88496959485747
216b,2,1114B,1115,215.58291864509738
216b,2,1115,6471,269.5298336908454
216b,2,6471,3009,347.2339962110964
216b,2,3009,3260,575.5229951575611
216b,2,3260,3261,285.42252527505207
216b,2,3261,2212,410.3823898532537
216b,2,2212,2578,428.835655754654
216b,2,2578,1063,493.92011829521016
216b,2,1063,2840,301.29318470239923
216b,2,2840,2787,369.63227401541917
216b,2,2787,1794,126.7088291640357
218b,1,3347,2301,380.2259990306965
218b,1,2301,2595,280.79047374113924
218b,1,2595,2267,344.4687858732643
218b,1,2267,2833,471.94928979391045
218b,1,2833,2269,329.48737000569236
218b,1,2269,2587,190.61559035024084
218b,1,2587,2271,395.2762558944769
218b,1,2271,2088,263.1380077682629
218b,1,2088,2537,671.7498027238516
218b,1,2537,2843,349.4323127344046
218b,1,2843,6174B,511.5858132155113
218b,1,6174B,4123,549.7040943690054
218b,1,4123,4132B,231.34502572192014
218b,1,4132B,4274,646.9540875661751
218b,1,4274,4956,254.29559742185938
218b,1,4956,4276,572.9185814347511
218b,1,4276,4277,492.9121916151371
218b,1,4277,6482,443.71940342795097
218b,1,6482,4265,490.7124951434407
218b,2,4264B,6481,547.589242943048
218b,2,6481,4229,477.14639582206803
218b,2,4229,4230,550.0052101858862
218b,2,4230,4957,514.1896732069215
218b,2,4957,4232,267.5981506056637
218b,2,4232,4131B,595.3017436348109
218b,2,4131B,4124,199.47058266849308
218b,2,4124,6097B,554.2385234082417
218b,2,6097B,2844,466.63481621647225
218b,2,2844,2543,369.9687883080878
218b,2,2543,6123,246.78877797316727
218b,2,6123,2089,405.5490489924605
218b,2,2089,2207,231.01370760894315
218b,2,2207,9025,291.4132778257963
218b,2,9025,2209,335.5880679823522
218b,2,2209,2835,220.79690305373242
218b,2,2835,1901,722.4778654216934
218b,2,1901,2221,613.6333794790226
218b,2,2221,3347,663.4586074528952
